Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
B73/PHW30-237 - (2n)-01	2018	1	14	ULA	76.53233333333334	1	4	40	5	2018_Loc1
PHW30/Mo17-136 - (2n)-02	2018	1	15	FUELA	73.48766666666667	3	5	268	5	2018_Loc1
PHW30/Mo17-136 - (2n)-02	2018	1	15	MLA	71.18599999999999	4	5	268	5	2018_Loc1
PHW30/Mo17-136 - (2n)-02	2018	1	15	TUELA	74.06066666666666	2	5	268	5	2018_Loc1
PHW30/Mo17-136 - (2n)-02	2018	1	15	ULA	71.902	1	5	268	5	2018_Loc1
PHW30/Mo17-299 - (2n)-02	2018	1	16	FUELA	69.87766666666667	3	5	307	5	2018_Loc1
PHW30/Mo17-299 - (2n)-02	2018	1	16	MLA	64.44433333333333	4	5	307	5	2018_Loc1
PHW30/Mo17-299 - (2n)-02	2018	1	16	TUELA	68.409	2	5	307	5	2018_Loc1
PHW30/Mo17-299 - (2n)-02	2018	1	16	ULA	66.47	1	5	307	5	2018_Loc1
PHW30/B73-002 - (2n)-02	2018	1	17	FUELA	65.813	3	4	148	5	2018_Loc1
PHW30/B73-002 - (2n)-02	2018	1	17	MLA	49.244	4	4	148	5	2018_Loc1
PHW30/B73-002 - (2n)-02	2018	1	17	TUELA	66.237	2	4	148	5	2018_Loc1
PHW30/B73-002 - (2n)-02	2018	1	17	ULA	65.66666666666667	1	4	148	5	2018_Loc1
PHW30/Mo17-064 - (2n)-01	2018	1	18	FUELA	65.747	3	5	243	5	2018_Loc1
PHW30/Mo17-064 - (2n)-01	2018	1	18	MLA	61.757333333333335	4	5	243	5	2018_Loc1
PHW30/Mo17-064 - (2n)-01	2018	1	18	TUELA	69.13466666666667	2	5	243	5	2018_Loc1
PHW30/Mo17-064 - (2n)-01	2018	1	18	ULA	63.31933333333333	1	5	243	5	2018_Loc1
B73/PHW30-100 - (2n)-01	2018	1	19	FUELA	70.15133333333333	3	4	19	5	2018_Loc1
B73/PHW30-100 - (2n)-01	2018	1	19	MLA	70.581	4	4	19	5	2018_Loc1
B73/PHW30-100 - (2n)-01	2018	1	19	TUELA	77.50999999999999	2	4	19	5	2018_Loc1
B73/PHW30-100 - (2n)-01	2018	1	19	ULA	82.13733333333333	1	4	19	5	2018_Loc1
PHW30/Mo17-195 - (2n)-01	2018	1	20	FUELA	57.90533333333334	3	5	293	5	2018_Loc1
PHW30/Mo17-195 - (2n)-01	2018	1	20	MLA	52.79866666666666	4	5	293	5	2018_Loc1
PHW30/Mo17-195 - (2n)-01	2018	1	20	TUELA	47.305	2	5	293	5	2018_Loc1
PHW30/Mo17-195 - (2n)-01	2018	1	20	ULA	39.65866666666667	1	5	293	5	2018_Loc1
PHW30/Mo17-188 - (2n)-01	2018	1	21	FUELA	76.52266666666667	3	5	290	5	2018_Loc1
PHW30/Mo17-188 - (2n)-01	2018	1	21	MLA	73.03766666666667	4	5	290	5	2018_Loc1
PHW30/Mo17-188 - (2n)-01	2018	1	21	TUELA	73.415	2	5	290	5	2018_Loc1
PHW30/Mo17-188 - (2n)-01	2018	1	21	ULA	70.22266666666667	1	5	290	5	2018_Loc1
PHW30/Mo17-085 - (2n)-01	2018	1	22	FUELA	78.83966666666666	3	5	249	5	2018_Loc1
PHW30/Mo17-085 - (2n)-01	2018	1	22	MLA	75.52066666666666	4	5	249	5	2018_Loc1
PHW30/Mo17-085 - (2n)-01	2018	1	22	TUELA	77.43333333333334	2	5	249	5	2018_Loc1
PHW30/Mo17-085 - (2n)-01	2018	1	22	ULA	70.24633333333334	1	5	249	5	2018_Loc1
Mo17/PHW30-324 - (2n)-01	2018	1	23	FUELA	61.53	3	5	128	5	2018_Loc1
Mo17/PHW30-324 - (2n)-01	2018	1	23	MLA	68.40366666666667	4	5	128	5	2018_Loc1
Mo17/PHW30-324 - (2n)-01	2018	1	23	TUELA	55.30166666666667	2	5	128	5	2018_Loc1
Mo17/PHW30-324 - (2n)-01	2018	1	23	ULA	38.055	1	5	128	5	2018_Loc1
Mo17/PHW30-456 - (2n)-02	2018	1	24	FUELA	76.59733333333334	3	5	146	5	2018_Loc1
Mo17/PHW30-456 - (2n)-02	2018	1	24	MLA	73.91833333333334	4	5	146	5	2018_Loc1
Mo17/PHW30-456 - (2n)-02	2018	1	24	TUELA	77.322	2	5	146	5	2018_Loc1
Mo17/PHW30-456 - (2n)-02	2018	1	24	ULA	77.04133333333334	1	5	146	5	2018_Loc1
B73/PHW30-348 - (2n)-01	2018	1	25	FUELA	72.36366666666667	3	4	52	5	2018_Loc1
B73/PHW30-348 - (2n)-01	2018	1	25	MLA	60.29633333333333	4	4	52	5	2018_Loc1
B73/PHW30-348 - (2n)-01	2018	1	25	TUELA	69.23366666666666	2	4	52	5	2018_Loc1
B73/PHW30-348 - (2n)-01	2018	1	25	ULA	66.77966666666667	1	4	52	5	2018_Loc1
Mo17/PHW30-389 - (2n)-02	2018	1	28	FUELA	65.20566666666666	3	5	134	5	2018_Loc1
Mo17/PHW30-389 - (2n)-02	2018	1	28	MLA	65.76466666666667	4	5	134	5	2018_Loc1
Mo17/PHW30-389 - (2n)-02	2018	1	28	TUELA	68.03566666666667	2	5	134	5	2018_Loc1
Mo17/PHW30-389 - (2n)-02	2018	1	28	ULA	61.475	1	5	134	5	2018_Loc1
PHW30/B73-243 - (2n)-02	2018	1	29	FUELA	70.84766666666667	3	4	186	5	2018_Loc1
PHW30/B73-243 - (2n)-02	2018	1	29	MLA	67.03933333333333	4	4	186	5	2018_Loc1
PHW30/B73-243 - (2n)-02	2018	1	29	TUELA	78.79766666666667	2	4	186	5	2018_Loc1
PHW30/B73-243 - (2n)-02	2018	1	29	ULA	74.32333333333334	1	4	186	5	2018_Loc1
Mo17/PHW30-454 - (2n)-01	2018	1	30	FUELA	63.34733333333334	3	5	142	5	2018_Loc1
Mo17/PHW30-454 - (2n)-01	2018	1	30	MLA	72.14	4	5	142	5	2018_Loc1
Mo17/PHW30-454 - (2n)-01	2018	1	30	TUELA	63.215333333333334	2	5	142	5	2018_Loc1
Mo17/PHW30-454 - (2n)-01	2018	1	30	ULA	59.322	1	5	142	5	2018_Loc1
Mo17/PHW30-455 - (2n)-01	2018	1	31	FUELA	67.133	3	5	144	5	2018_Loc1
Mo17/PHW30-455 - (2n)-01	2018	1	31	MLA	64.77566666666667	4	5	144	5	2018_Loc1
Mo17/PHW30-455 - (2n)-01	2018	1	31	TUELA	73.24233333333333	2	5	144	5	2018_Loc1
Mo17/PHW30-455 - (2n)-01	2018	1	31	ULA	60.594	1	5	144	5	2018_Loc1
PHW30/Mo17-266 - (2n)-01	2018	1	32	FUELA	76.65866666666668	3	5	301	5	2018_Loc1
PHW30/Mo17-266 - (2n)-01	2018	1	32	MLA	79.60233333333333	4	5	301	5	2018_Loc1
PHW30/Mo17-266 - (2n)-01	2018	1	32	TUELA	74.807	2	5	301	5	2018_Loc1
PHW30/Mo17-266 - (2n)-01	2018	1	32	ULA	62.97066666666667	1	5	301	5	2018_Loc1
PHW30/Mo17-178 - (2n)-02	2018	1	33	FUELA	72.32133333333334	3	5	286	5	2018_Loc1
PHW30/Mo17-178 - (2n)-02	2018	1	33	MLA	69.81566666666667	4	5	286	5	2018_Loc1
PHW30/Mo17-178 - (2n)-02	2018	1	33	TUELA	73.64966666666666	2	5	286	5	2018_Loc1
PHW30/Mo17-178 - (2n)-02	2018	1	33	ULA	70.731	1	5	286	5	2018_Loc1
PHW30/B73-078 - (2n)-02	2018	1	35	FUELA	73.45033333333333	3	4	162	5	2018_Loc1
PHW30/B73-078 - (2n)-02	2018	1	35	MLA	64.75833333333333	4	4	162	5	2018_Loc1
PHW30/B73-078 - (2n)-02	2018	1	35	TUELA	78.44633333333333	2	4	162	5	2018_Loc1
PHW30/B73-078 - (2n)-02	2018	1	35	ULA	80.22133333333333	1	4	162	5	2018_Loc1
PHW30/B73-161 - (2n)-02	2018	1	36	FUELA	69.02866666666667	3	4	173	5	2018_Loc1
PHW30/B73-161 - (2n)-02	2018	1	36	MLA	68.63533333333334	4	4	173	5	2018_Loc1
PHW30/B73-161 - (2n)-02	2018	1	36	TUELA	71.81433333333334	2	4	173	5	2018_Loc1
PHW30/B73-161 - (2n)-02	2018	1	36	ULA	61.998333333333335	1	4	173	5	2018_Loc1
PHW30/Mo17-113 - (2n)-02	2018	1	36	FUELA	68.40666666666667	3	5	264	6	2018_Loc1
PHW30/Mo17-113 - (2n)-02	2018	1	36	MLA	69.60866666666666	4	5	264	6	2018_Loc1
PHW30/Mo17-113 - (2n)-02	2018	1	36	TUELA	73.80966666666666	2	5	264	6	2018_Loc1
PHW30/Mo17-113 - (2n)-02	2018	1	36	ULA	53.58133333333333	1	5	264	6	2018_Loc1
B73/PHW30-063 - (2n)-02	2018	1	35	FUELA	65.44833333333334	3	4	9	6	2018_Loc1
B73/PHW30-063 - (2n)-02	2018	1	35	MLA	65.84833333333333	4	4	9	6	2018_Loc1
B73/PHW30-063 - (2n)-02	2018	1	35	TUELA	66.47666666666667	2	4	9	6	2018_Loc1
B73/PHW30-063 - (2n)-02	2018	1	35	ULA	67.67366666666666	1	4	9	6	2018_Loc1
PHW30/B73-326 - (2n)-01	2018	1	34	FUELA	76.85600000000001	3	4	198	6	2018_Loc1
PHW30/B73-326 - (2n)-01	2018	1	34	MLA	67.16433333333333	4	4	198	6	2018_Loc1
PHW30/B73-326 - (2n)-01	2018	1	34	TUELA	83.19333333333333	2	4	198	6	2018_Loc1
PHW30/B73-326 - (2n)-01	2018	1	34	ULA	77.70566666666666	1	4	198	6	2018_Loc1
Mo17/PHW30-121 - (2n)-03	2018	1	33	FUELA	75.45033333333333	3	5	90	6	2018_Loc1
Mo17/PHW30-121 - (2n)-03	2018	1	33	MLA	76.37533333333333	4	5	90	6	2018_Loc1
Mo17/PHW30-121 - (2n)-03	2018	1	33	TUELA	81.48333333333333	2	5	90	6	2018_Loc1
Mo17/PHW30-121 - (2n)-03	2018	1	33	ULA	77.119	1	5	90	6	2018_Loc1
Mo17/PHW30-430 - (2n)-01	2018	1	32	FUELA	61.12433333333333	3	5	140	6	2018_Loc1
Mo17/PHW30-430 - (2n)-01	2018	1	32	MLA	64.06333333333333	4	5	140	6	2018_Loc1
Mo17/PHW30-430 - (2n)-01	2018	1	32	TUELA	58.904333333333334	2	5	140	6	2018_Loc1
Mo17/PHW30-430 - (2n)-01	2018	1	32	ULA	47.605666666666664	1	5	140	6	2018_Loc1
PHW30/Mo17-297 - (2n)-01	2018	1	31	FUELA	64.484	3	5	304	6	2018_Loc1
PHW30/Mo17-297 - (2n)-01	2018	1	31	MLA	62.39066666666667	4	5	304	6	2018_Loc1
PHW30/Mo17-297 - (2n)-01	2018	1	31	TUELA	72.187	2	5	304	6	2018_Loc1
PHW30/Mo17-297 - (2n)-01	2018	1	31	ULA	66.295	1	5	304	6	2018_Loc1
Mo17/PHW30-044 - (2n)-01	2018	1	29	FUELA	63.88	3	5	71	6	2018_Loc1
Mo17/PHW30-044 - (2n)-01	2018	1	29	MLA	55.555	4	5	71	6	2018_Loc1
Mo17/PHW30-044 - (2n)-01	2018	1	29	TUELA	58.22333333333333	2	5	71	6	2018_Loc1
Mo17/PHW30-044 - (2n)-01	2018	1	29	ULA	54.69233333333334	1	5	71	6	2018_Loc1
B73/PHW30-288 - (2n)-01	2018	1	28	FUELA	77.94166666666666	3	4	47	6	2018_Loc1
B73/PHW30-288 - (2n)-01	2018	1	28	MLA	70.12433333333334	4	4	47	6	2018_Loc1
B73/PHW30-288 - (2n)-01	2018	1	28	TUELA	86.83333333333333	2	4	47	6	2018_Loc1
B73/PHW30-288 - (2n)-01	2018	1	28	ULA	85.94166666666666	1	4	47	6	2018_Loc1
PHW30/Mo17-019 - (2n)-01	2018	1	27	FUELA	58.483666666666664	3	5	220	6	2018_Loc1
PHW30/Mo17-019 - (2n)-01	2018	1	27	MLA	67.465	4	5	220	6	2018_Loc1
PHW30/Mo17-019 - (2n)-01	2018	1	27	TUELA	58.114333333333335	2	5	220	6	2018_Loc1
PHW30/Mo17-019 - (2n)-01	2018	1	27	ULA	39.681	1	5	220	6	2018_Loc1
Mo17/PHW30-013 - (2n)-02	2018	1	26	FUELA	75.972	3	5	68	6	2018_Loc1
Mo17/PHW30-013 - (2n)-02	2018	1	26	MLA	73.064	4	5	68	6	2018_Loc1
Mo17/PHW30-013 - (2n)-02	2018	1	26	TUELA	80.86166666666666	2	5	68	6	2018_Loc1
Mo17/PHW30-013 - (2n)-02	2018	1	26	ULA	79.14566666666667	1	5	68	6	2018_Loc1
PHW30/B73-351 - (2n)-02	2018	1	24	FUELA	66.25166666666667	3	4	204	6	2018_Loc1
PHW30/B73-351 - (2n)-02	2018	1	24	MLA	68.38666666666666	4	4	204	6	2018_Loc1
PHW30/B73-351 - (2n)-02	2018	1	24	TUELA	62.08133333333333	2	4	204	6	2018_Loc1
PHW30/B73-351 - (2n)-02	2018	1	24	ULA	63.32066666666667	1	4	204	6	2018_Loc1
PHW30/Mo17-061 - (2n)-01	2018	1	23	FUELA	62.141	3	5	241	6	2018_Loc1
PHW30/Mo17-061 - (2n)-01	2018	1	23	MLA	61.69533333333333	4	5	241	6	2018_Loc1
PHW30/Mo17-061 - (2n)-01	2018	1	23	TUELA	66.12233333333333	2	5	241	6	2018_Loc1
PHW30/Mo17-061 - (2n)-01	2018	1	23	ULA	58.28266666666667	1	5	241	6	2018_Loc1
B73/PHW30-166 - (2n)-01	2018	1	22	FUELA	78.10133333333333	3	4	28	6	2018_Loc1
B73/PHW30-166 - (2n)-01	2018	1	22	MLA	68.07733333333334	4	4	28	6	2018_Loc1
B73/PHW30-166 - (2n)-01	2018	1	22	TUELA	82.44733333333333	2	4	28	6	2018_Loc1
B73/PHW30-166 - (2n)-01	2018	1	22	ULA	82.51933333333334	1	4	28	6	2018_Loc1
Mo17/PHW30-430 - (2n)-02	2018	1	21	FUELA	59.620000000000005	3	5	141	6	2018_Loc1
Mo17/PHW30-430 - (2n)-02	2018	1	21	MLA	61.934666666666665	4	5	141	6	2018_Loc1
Mo17/PHW30-430 - (2n)-02	2018	1	21	TUELA	61.03733333333333	2	5	141	6	2018_Loc1
Mo17/PHW30-430 - (2n)-02	2018	1	21	ULA	55.94833333333334	1	5	141	6	2018_Loc1
PHW30/Mo17-155 - (2n)-02	2018	1	20	FUELA	60.80166666666667	3	5	275	6	2018_Loc1
PHW30/Mo17-155 - (2n)-02	2018	1	20	MLA	63.13366666666667	4	5	275	6	2018_Loc1
PHW30/Mo17-155 - (2n)-02	2018	1	20	TUELA	46.67066666666667	2	5	275	6	2018_Loc1
PHW30/Mo17-155 - (2n)-02	2018	1	20	ULA	31.664333333333335	1	5	275	6	2018_Loc1
PHW30/B73-372 - (2n)-01	2018	1	19	FUELA	71.76133333333334	3	4	207	6	2018_Loc1
PHW30/B73-372 - (2n)-01	2018	1	19	MLA	66.116	4	4	207	6	2018_Loc1
PHW30/B73-372 - (2n)-01	2018	1	19	TUELA	68.092	2	4	207	6	2018_Loc1
PHW30/B73-372 - (2n)-01	2018	1	19	ULA	75.42966666666666	1	4	207	6	2018_Loc1
B73/PHW30-385 - (2n)-01	2018	1	18	FUELA	70.61266666666667	3	4	55	6	2018_Loc1
B73/PHW30-385 - (2n)-01	2018	1	18	MLA	62.631	4	4	55	6	2018_Loc1
B73/PHW30-385 - (2n)-01	2018	1	18	TUELA	73.31533333333334	2	4	55	6	2018_Loc1
B73/PHW30-385 - (2n)-01	2018	1	18	ULA	75.42366666666666	1	4	55	6	2018_Loc1
PHW30/Mo17-299 - (2n)-01	2018	1	17	FUELA	70.776	3	5	306	6	2018_Loc1
PHW30/Mo17-299 - (2n)-01	2018	1	17	MLA	66.89566666666667	4	5	306	6	2018_Loc1
PHW30/Mo17-299 - (2n)-01	2018	1	17	TUELA	79.608	2	5	306	6	2018_Loc1
PHW30/Mo17-299 - (2n)-01	2018	1	17	ULA	75.71933333333332	1	5	306	6	2018_Loc1
Mo17/PHW30-275 - (2n)-01	2018	1	16	FUELA	68.02	3	5	118	6	2018_Loc1
Mo17/PHW30-275 - (2n)-01	2018	1	16	MLA	67.88566666666667	4	5	118	6	2018_Loc1
Mo17/PHW30-275 - (2n)-01	2018	1	16	TUELA	72.78933333333333	2	5	118	6	2018_Loc1
Mo17/PHW30-275 - (2n)-01	2018	1	16	ULA	66.48266666666667	1	5	118	6	2018_Loc1
PHW30/Mo17-049 - (2n)-02	2018	1	15	FUELA	67.922	3	5	232	6	2018_Loc1
PHW30/Mo17-049 - (2n)-02	2018	1	15	MLA	70.87033333333333	4	5	232	6	2018_Loc1
PHW30/Mo17-049 - (2n)-02	2018	1	15	TUELA	56.70433333333333	2	5	232	6	2018_Loc1
PHW30/Mo17-049 - (2n)-02	2018	1	15	ULA	48.821	1	5	232	6	2018_Loc1
PHW30/Mo17-308 - (2n)-02	2018	1	14	FUELA	80.46533333333333	3	5	310	6	2018_Loc1
PHW30/Mo17-308 - (2n)-02	2018	1	14	MLA	71.50066666666667	4	5	310	6	2018_Loc1
PHW30/Mo17-308 - (2n)-02	2018	1	14	TUELA	79.90366666666667	2	5	310	6	2018_Loc1
PHW30/Mo17-308 - (2n)-02	2018	1	14	ULA	76.80433333333333	1	5	310	6	2018_Loc1
B73/PHW30-064 - (2n)-01	2018	1	13	FUELA	71.266	3	4	10	6	2018_Loc1
B73/PHW30-064 - (2n)-01	2018	1	13	MLA	62.67733333333334	4	4	10	6	2018_Loc1
B73/PHW30-064 - (2n)-01	2018	1	13	TUELA	74.30333333333333	2	4	10	6	2018_Loc1
B73/PHW30-064 - (2n)-01	2018	1	13	ULA	78.071	1	4	10	6	2018_Loc1
PHW30/Mo17-059 - (2n)-01	2018	1	12	FUELA	73.92766666666667	3	5	239	6	2018_Loc1
PHW30/Mo17-059 - (2n)-01	2018	1	12	MLA	75.91766666666666	4	5	239	6	2018_Loc1
PHW30/Mo17-059 - (2n)-01	2018	1	12	TUELA	72.383	2	5	239	6	2018_Loc1
PHW30/Mo17-059 - (2n)-01	2018	1	12	ULA	70.52333333333333	1	5	239	6	2018_Loc1
Mo17/PHW30-248 - (2n)-02	2018	1	11	FUELA	72.19066666666666	3	5	113	6	2018_Loc1
Mo17/PHW30-248 - (2n)-02	2018	1	11	MLA	70.35066666666667	4	5	113	6	2018_Loc1
Mo17/PHW30-248 - (2n)-02	2018	1	11	TUELA	74.651	2	5	113	6	2018_Loc1
Mo17/PHW30-248 - (2n)-02	2018	1	11	ULA	54.12233333333334	1	5	113	6	2018_Loc1
Mo17/PHW30-121 - (2n)-02	2018	1	10	FUELA	73.743	3	5	89	6	2018_Loc1
Mo17/PHW30-121 - (2n)-02	2018	1	10	MLA	76.436	4	5	89	6	2018_Loc1
Mo17/PHW30-121 - (2n)-02	2018	1	10	TUELA	76.31433333333332	2	5	89	6	2018_Loc1
Mo17/PHW30-121 - (2n)-02	2018	1	10	ULA	63.18266666666666	1	5	89	6	2018_Loc1
B73/PHW30-207 - (2n)-02	2018	1	9	FUELA	68.76233333333333	3	4	36	6	2018_Loc1
B73/PHW30-207 - (2n)-02	2018	1	9	MLA	68.28766666666667	4	4	36	6	2018_Loc1
B73/PHW30-207 - (2n)-02	2018	1	9	TUELA	68.431	2	4	36	6	2018_Loc1
B73/PHW30-207 - (2n)-02	2018	1	9	ULA	70.358	1	4	36	6	2018_Loc1
PHW30/Mo17-113 - (2n)-01	2018	1	8	FUELA	77.846	3	5	263	6	2018_Loc1
PHW30/Mo17-113 - (2n)-01	2018	1	8	MLA	73.251	4	5	263	6	2018_Loc1
PHW30/Mo17-113 - (2n)-01	2018	1	8	TUELA	83.412	2	5	263	6	2018_Loc1
PHW30/Mo17-113 - (2n)-01	2018	1	8	ULA	78.53	1	5	263	6	2018_Loc1
PHW30/B73-241 - (2n)-02	2018	1	7	FUELA	57.687666666666665	3	4	185	6	2018_Loc1
PHW30/B73-241 - (2n)-02	2018	1	7	MLA	56.29966666666667	4	4	185	6	2018_Loc1
PHW30/B73-241 - (2n)-02	2018	1	7	TUELA	63.61033333333334	2	4	185	6	2018_Loc1
PHW30/B73-241 - (2n)-02	2018	1	7	ULA	62.464333333333336	1	4	185	6	2018_Loc1
B73/PHW30-036 - (2n)-01	2018	1	5	FUELA	61.53733333333333	3	4	5	6	2018_Loc1
B73/PHW30-036 - (2n)-01	2018	1	5	MLA	70.52566666666667	4	4	5	6	2018_Loc1
B73/PHW30-036 - (2n)-01	2018	1	5	TUELA	67.28633333333333	2	4	5	6	2018_Loc1
B73/PHW30-036 - (2n)-01	2018	1	5	ULA	70.895	1	4	5	6	2018_Loc1
B73/PHW30-097 - (2n)-02	2018	1	5	FUELA	71.938	3	4	16	7	2018_Loc1
B73/PHW30-097 - (2n)-02	2018	1	5	MLA	75.442	4	4	16	7	2018_Loc1
B73/PHW30-097 - (2n)-02	2018	1	5	TUELA	74.10266666666666	2	4	16	7	2018_Loc1
B73/PHW30-097 - (2n)-02	2018	1	5	ULA	68.03433333333334	1	4	16	7	2018_Loc1
PHW30/B73-241 - (2n)-01	2018	1	7	FUELA	75.16333333333333	3	4	184	7	2018_Loc1
PHW30/B73-241 - (2n)-01	2018	1	7	MLA	67.47433333333333	4	4	184	7	2018_Loc1
PHW30/B73-241 - (2n)-01	2018	1	7	TUELA	82.322	2	4	184	7	2018_Loc1
PHW30/B73-241 - (2n)-01	2018	1	7	ULA	80.45466666666667	1	4	184	7	2018_Loc1
Mo17/PHW30-279 - (2n)-02	2018	1	8	FUELA	67.96	3	5	121	7	2018_Loc1
Mo17/PHW30-279 - (2n)-02	2018	1	8	MLA	60.992333333333335	4	5	121	7	2018_Loc1
Mo17/PHW30-279 - (2n)-02	2018	1	8	TUELA	67.04066666666667	2	5	121	7	2018_Loc1
Mo17/PHW30-279 - (2n)-02	2018	1	8	ULA	61.870666666666665	1	5	121	7	2018_Loc1
Mo17/PHW30-389 - (2n)-03	2018	1	9	FUELA	66.688	3	5	135	7	2018_Loc1
Mo17/PHW30-389 - (2n)-03	2018	1	9	MLA	67.208	4	5	135	7	2018_Loc1
Mo17/PHW30-389 - (2n)-03	2018	1	9	TUELA	62.608999999999995	2	5	135	7	2018_Loc1
Mo17/PHW30-389 - (2n)-03	2018	1	9	ULA	64.97166666666666	1	5	135	7	2018_Loc1
PHW30/B73-232 - (2n)-02	2018	1	10	FUELA	66.44166666666666	3	4	183	7	2018_Loc1
PHW30/B73-232 - (2n)-02	2018	1	10	MLA	65.481	4	4	183	7	2018_Loc1
PHW30/B73-232 - (2n)-02	2018	1	10	TUELA	65.98	2	4	183	7	2018_Loc1
PHW30/B73-232 - (2n)-02	2018	1	10	ULA	70.44966666666667	1	4	183	7	2018_Loc1
Mo17/PHW30-235 - (2n)-01	2018	1	11	FUELA	72.02533333333334	3	5	110	7	2018_Loc1
Mo17/PHW30-235 - (2n)-01	2018	1	11	MLA	68.781	4	5	110	7	2018_Loc1
Mo17/PHW30-235 - (2n)-01	2018	1	11	TUELA	66.16666666666666	2	5	110	7	2018_Loc1
Mo17/PHW30-235 - (2n)-01	2018	1	11	ULA	60.171	1	5	110	7	2018_Loc1
B73/PHW30-285 - (2n)-01	2018	1	12	FUELA	70.81400000000001	3	4	46	7	2018_Loc1
B73/PHW30-285 - (2n)-01	2018	1	12	MLA	65.75366666666666	4	4	46	7	2018_Loc1
B73/PHW30-285 - (2n)-01	2018	1	12	TUELA	77.93933333333334	2	4	46	7	2018_Loc1
B73/PHW30-285 - (2n)-01	2018	1	12	ULA	74.42966666666666	1	4	46	7	2018_Loc1
PHW30/Mo17-157 - (2n)-01	2018	1	13	FUELA	71.36633333333333	3	5	276	7	2018_Loc1
PHW30/Mo17-157 - (2n)-01	2018	1	13	MLA	69.311	4	5	276	7	2018_Loc1
PHW30/Mo17-157 - (2n)-01	2018	1	13	TUELA	64.06566666666666	2	5	276	7	2018_Loc1
PHW30/Mo17-157 - (2n)-01	2018	1	13	ULA	55.68333333333333	1	5	276	7	2018_Loc1
PHW30/Mo17-278 - (2n)-01	2018	1	14	FUELA	63.18633333333333	3	5	302	7	2018_Loc1
PHW30/Mo17-278 - (2n)-01	2018	1	14	MLA	56.870666666666665	4	5	302	7	2018_Loc1
PHW30/Mo17-278 - (2n)-01	2018	1	14	TUELA	62.590666666666664	2	5	302	7	2018_Loc1
PHW30/Mo17-278 - (2n)-01	2018	1	14	ULA	61.60333333333333	1	5	302	7	2018_Loc1
Mo17/PHW30-217 - (2n)-02	2018	1	15	FUELA	70.98433333333332	3	5	107	7	2018_Loc1
Mo17/PHW30-217 - (2n)-02	2018	1	15	MLA	63.232	4	5	107	7	2018_Loc1
Mo17/PHW30-217 - (2n)-02	2018	1	15	TUELA	79.83566666666667	2	5	107	7	2018_Loc1
Mo17/PHW30-217 - (2n)-02	2018	1	15	ULA	66.96866666666666	1	5	107	7	2018_Loc1
PHW30/Mo17-242 - (2n)-02	2018	1	16	FUELA	72.76166666666667	3	5	298	7	2018_Loc1
PHW30/Mo17-242 - (2n)-02	2018	1	16	MLA	70.75533333333334	4	5	298	7	2018_Loc1
PHW30/Mo17-242 - (2n)-02	2018	1	16	TUELA	71.92566666666667	2	5	298	7	2018_Loc1
PHW30/Mo17-242 - (2n)-02	2018	1	16	ULA	67.97333333333333	1	5	298	7	2018_Loc1
PHW30/Mo17-101 - (2n)-01	2018	1	17	FUELA	64.678	3	5	258	7	2018_Loc1
PHW30/Mo17-101 - (2n)-01	2018	1	17	MLA	69.992	4	5	258	7	2018_Loc1
PHW30/Mo17-101 - (2n)-01	2018	1	17	TUELA	54.159333333333336	2	5	258	7	2018_Loc1
PHW30/Mo17-101 - (2n)-01	2018	1	17	ULA	34.73533333333333	1	5	258	7	2018_Loc1
PHW30/B73-433 - (2n)-01	2018	1	19	FUELA	69.72633333333333	3	4	214	7	2018_Loc1
PHW30/B73-433 - (2n)-01	2018	1	19	MLA	67.47166666666668	4	4	214	7	2018_Loc1
PHW30/B73-433 - (2n)-01	2018	1	19	TUELA	77.28399999999999	2	4	214	7	2018_Loc1
PHW30/B73-433 - (2n)-01	2018	1	19	ULA	78.194	1	4	214	7	2018_Loc1
PHW30/B73-143 - (2n)-01	2018	1	20	FUELA	57.74	3	4	169	7	2018_Loc1
PHW30/B73-143 - (2n)-01	2018	1	20	MLA	64.24733333333333	4	4	169	7	2018_Loc1
PHW30/B73-143 - (2n)-01	2018	1	20	TUELA	57.069	2	4	169	7	2018_Loc1
PHW30/B73-143 - (2n)-01	2018	1	20	ULA	61.64433333333333	1	4	169	7	2018_Loc1
B73/PHW30-211 - (2n)-01	2018	1	21	FUELA	70.30033333333333	3	4	37	7	2018_Loc1
B73/PHW30-211 - (2n)-01	2018	1	21	MLA	71.04366666666667	4	4	37	7	2018_Loc1
B73/PHW30-211 - (2n)-01	2018	1	21	TUELA	69.66333333333334	2	4	37	7	2018_Loc1
B73/PHW30-211 - (2n)-01	2018	1	21	ULA	77.72766666666666	1	4	37	7	2018_Loc1
Mo17/PHW30-126 - (2n)-01	2018	1	22	FUELA	63.628	3	5	91	7	2018_Loc1
Mo17/PHW30-126 - (2n)-01	2018	1	22	MLA	66.56666666666666	4	5	91	7	2018_Loc1
Mo17/PHW30-126 - (2n)-01	2018	1	22	TUELA	58.66566666666667	2	5	91	7	2018_Loc1
Mo17/PHW30-126 - (2n)-01	2018	1	22	ULA	48.974	1	5	91	7	2018_Loc1
PHW30/Mo17-107 - (2n)-02	2018	1	23	FUELA	71.13466666666666	3	5	261	7	2018_Loc1
PHW30/Mo17-107 - (2n)-02	2018	1	23	MLA	67.24666666666667	4	5	261	7	2018_Loc1
PHW30/Mo17-107 - (2n)-02	2018	1	23	TUELA	70.966	2	5	261	7	2018_Loc1
