Pedigree	Year	Loc	Pass	Trait	Value	Coded_Trait	Pop	Gen	Range	Env
PHW30/B73-372 - (2n)-01	2017	1	41	FUELA	63.96433333	3	4	207	3	2017_Loc1
PHW30/B73-372 - (2n)-01	2017	1	41	MLA	65.148	4	4	207	3	2017_Loc1
PHW30/B73-372 - (2n)-01	2017	1	41	TUELA	67.934	2	4	207	3	2017_Loc1
PHW30/B73-372 - (2n)-01	2017	1	41	ULA	68.79766667	1	4	207	3	2017_Loc1
Mo17/PHW30-080 - (2n)-01	2017	1	42	FUELA	76.385	3	5	75	3	2017_Loc1
Mo17/PHW30-080 - (2n)-01	2017	1	42	MLA	77.13366667	4	5	75	3	2017_Loc1
Mo17/PHW30-080 - (2n)-01	2017	1	42	TUELA	73.93366667	2	5	75	3	2017_Loc1
Mo17/PHW30-080 - (2n)-01	2017	1	42	ULA	75.83633333	1	5	75	3	2017_Loc1
PHW30/Mo17-194 - (2n)-02	2017	1	43	FUELA	55.78933333	3	5	292	3	2017_Loc1
PHW30/Mo17-194 - (2n)-02	2017	1	43	MLA	62.04066667	4	5	292	3	2017_Loc1
PHW30/Mo17-194 - (2n)-02	2017	1	43	TUELA	64.41766667	2	5	292	3	2017_Loc1
PHW30/Mo17-194 - (2n)-02	2017	1	43	ULA	61.42333333	1	5	292	3	2017_Loc1
PHW30/Mo17-010 - (2n)-01	2017	1	44	FUELA	62.41266667	3	5	218	3	2017_Loc1
PHW30/Mo17-010 - (2n)-01	2017	1	44	MLA	61.842	4	5	218	3	2017_Loc1
PHW30/Mo17-010 - (2n)-01	2017	1	44	TUELA	43.72233333	2	5	218	3	2017_Loc1
PHW30/Mo17-010 - (2n)-01	2017	1	44	ULA	37.56266667	1	5	218	3	2017_Loc1
PHW30/Mo17-032 - (2n)-02	2017	1	45	FUELA	63.14033333	3	5	227	3	2017_Loc1
PHW30/Mo17-032 - (2n)-02	2017	1	45	MLA	71.082	4	5	227	3	2017_Loc1
PHW30/Mo17-032 - (2n)-02	2017	1	45	TUELA	74.659666669999993	2	5	227	3	2017_Loc1
PHW30/Mo17-032 - (2n)-02	2017	1	45	ULA	78.91033333	1	5	227	3	2017_Loc1
B73/PHW30-183 - (2n)-02	2017	1	46	FUELA	63.434	3	4	30	3	2017_Loc1
B73/PHW30-183 - (2n)-02	2017	1	46	MLA	59.561	4	4	30	3	2017_Loc1
B73/PHW30-183 - (2n)-02	2017	1	46	TUELA	76.36533333	2	4	30	3	2017_Loc1
B73/PHW30-183 - (2n)-02	2017	1	46	ULA	78.47133333	1	4	30	3	2017_Loc1
Mo17/PHW30-455 - (2n)-01	2017	1	48	FUELA	62.89833333	3	5	144	3	2017_Loc1
Mo17/PHW30-455 - (2n)-01	2017	1	48	MLA	68.27266667	4	5	144	3	2017_Loc1
Mo17/PHW30-455 - (2n)-01	2017	1	48	TUELA	69.183	2	5	144	3	2017_Loc1
Mo17/PHW30-455 - (2n)-01	2017	1	48	ULA	54.93933333	1	5	144	3	2017_Loc1
PHW30/Mo17-160 - (2n)-02	2017	1	48	FUELA	57.68866667	3	5	279	4	2017_Loc1
PHW30/Mo17-160 - (2n)-02	2017	1	48	MLA	65.15533333	4	5	279	4	2017_Loc1
PHW30/Mo17-160 - (2n)-02	2017	1	48	TUELA	59.013	2	5	279	4	2017_Loc1
PHW30/Mo17-160 - (2n)-02	2017	1	48	ULA	47.798	1	5	279	4	2017_Loc1
B73/PHW30-186 - (2n)-01	2017	1	47	FUELA	73.24066667	3	4	31	4	2017_Loc1
B73/PHW30-186 - (2n)-01	2017	1	47	MLA	58.72766667	4	4	31	4	2017_Loc1
B73/PHW30-186 - (2n)-01	2017	1	47	TUELA	76.32666667	2	4	31	4	2017_Loc1
B73/PHW30-186 - (2n)-01	2017	1	47	ULA	77.358	1	4	31	4	2017_Loc1
B73/PHW30-409 - (2n)-01	2017	1	46	FUELA	49.36	3	4	60	4	2017_Loc1
B73/PHW30-409 - (2n)-01	2017	1	46	MLA	61.9	4	4	60	4	2017_Loc1
B73/PHW30-409 - (2n)-01	2017	1	46	TUELA	57.51833333	2	4	60	4	2017_Loc1
B73/PHW30-409 - (2n)-01	2017	1	46	ULA	58.621	1	4	60	4	2017_Loc1
Mo17/PHW30-084 - (2n)-02	2017	1	45	FUELA	65.12325	3	5	80	4	2017_Loc1
Mo17/PHW30-084 - (2n)-02	2017	1	45	MLA	57.85433333	4	5	80	4	2017_Loc1
Mo17/PHW30-084 - (2n)-02	2017	1	45	TUELA	66.69133333	2	5	80	4	2017_Loc1
Mo17/PHW30-084 - (2n)-02	2017	1	45	ULA	62.01966667	1	5	80	4	2017_Loc1
B73/PHW30-063 - (2n)-02	2017	1	43	FUELA	67.2616	3	4	9	4	2017_Loc1
B73/PHW30-063 - (2n)-02	2017	1	43	MLA	52.68633333	4	4	9	4	2017_Loc1
B73/PHW30-063 - (2n)-02	2017	1	43	TUELA	68.04566667	2	4	9	4	2017_Loc1
B73/PHW30-063 - (2n)-02	2017	1	43	ULA	74.555	1	4	9	4	2017_Loc1
PHW30/Mo17-139 - (2n)-01	2017	1	42	FUELA	67.36566667	3	5	269	4	2017_Loc1
PHW30/Mo17-139 - (2n)-01	2017	1	42	MLA	61.54333333	4	5	269	4	2017_Loc1
PHW30/Mo17-139 - (2n)-01	2017	1	42	TUELA	66.462	2	5	269	4	2017_Loc1
PHW30/Mo17-139 - (2n)-01	2017	1	42	ULA	47.92733333	1	5	269	4	2017_Loc1
PHW30/B73-311 - (2n)-02	2017	1	41	FUELA	58.83433333	3	4	196	4	2017_Loc1
PHW30/B73-311 - (2n)-02	2017	1	41	MLA	70.65233333	4	4	196	4	2017_Loc1
PHW30/B73-311 - (2n)-02	2017	1	41	TUELA	71.38033333	2	4	196	4	2017_Loc1
PHW30/B73-311 - (2n)-02	2017	1	41	ULA	73.35833333	1	4	196	4	2017_Loc1
B73/PHW30-097 - (2n)-01	2017	1	40	FUELA	62.93466667	3	4	15	4	2017_Loc1
B73/PHW30-097 - (2n)-01	2017	1	40	MLA	66.85566667	4	4	15	4	2017_Loc1
B73/PHW30-097 - (2n)-01	2017	1	40	TUELA	69.145	2	4	15	4	2017_Loc1
B73/PHW30-097 - (2n)-01	2017	1	40	ULA	60.03733333	1	4	15	4	2017_Loc1
Mo17/PHW30-133 - (2n)-01	2017	1	39	FUELA	64.252	3	5	93	4	2017_Loc1
Mo17/PHW30-133 - (2n)-01	2017	1	39	MLA	63.639	4	5	93	4	2017_Loc1
Mo17/PHW30-133 - (2n)-01	2017	1	39	TUELA	64.231	2	5	93	4	2017_Loc1
Mo17/PHW30-133 - (2n)-01	2017	1	39	ULA	54.411	1	5	93	4	2017_Loc1
PHW30/B73-269 - (2n)-01	2017	1	38	FUELA	64.83266667	3	4	187	4	2017_Loc1
PHW30/B73-269 - (2n)-01	2017	1	38	MLA	54.80666667	4	4	187	4	2017_Loc1
PHW30/B73-269 - (2n)-01	2017	1	38	TUELA	67.48133333	2	4	187	4	2017_Loc1
PHW30/B73-269 - (2n)-01	2017	1	38	ULA	69.20866667	1	4	187	4	2017_Loc1
PHW30/B73-139 - (2n)-02	2017	1	37	FUELA	62.72766667	3	4	168	4	2017_Loc1
PHW30/B73-139 - (2n)-02	2017	1	37	MLA	66.6262	4	4	168	4	2017_Loc1
PHW30/B73-139 - (2n)-02	2017	1	37	TUELA	69.57966667	2	4	168	4	2017_Loc1
PHW30/B73-139 - (2n)-02	2017	1	37	ULA	73.867	1	4	168	4	2017_Loc1
Mo17/PHW30-235 - (2n)-01	2017	1	36	FUELA	64.05633333	3	5	110	4	2017_Loc1
Mo17/PHW30-235 - (2n)-01	2017	1	36	MLA	68.53433333	4	5	110	4	2017_Loc1
Mo17/PHW30-235 - (2n)-01	2017	1	36	TUELA	66.602	2	5	110	4	2017_Loc1
Mo17/PHW30-235 - (2n)-01	2017	1	36	ULA	57.62366667	1	5	110	4	2017_Loc1
B73/PHW30-201 - (2n)-01	2017	1	35	FUELA	58.31966667	3	4	34	4	2017_Loc1
B73/PHW30-201 - (2n)-01	2017	1	35	MLA	67.34933333	4	4	34	4	2017_Loc1
B73/PHW30-201 - (2n)-01	2017	1	35	TUELA	73.48366667	2	4	34	4	2017_Loc1
B73/PHW30-201 - (2n)-01	2017	1	35	ULA	72.095	1	4	34	4	2017_Loc1
PHW30/B73-060 - (2n)-01	2017	1	34	FUELA	72.64533333	3	4	157	4	2017_Loc1
PHW30/B73-060 - (2n)-01	2017	1	34	MLA	67.12966667	4	4	157	4	2017_Loc1
PHW30/B73-060 - (2n)-01	2017	1	34	TUELA	73.49	2	4	157	4	2017_Loc1
PHW30/B73-060 - (2n)-01	2017	1	34	ULA	72.374	1	4	157	4	2017_Loc1
Mo17/PHW30-013 - (2n)-02	2017	1	33	FUELA	76.42366667	3	5	68	4	2017_Loc1
Mo17/PHW30-013 - (2n)-02	2017	1	33	MLA	76.00333333	4	5	68	4	2017_Loc1
Mo17/PHW30-013 - (2n)-02	2017	1	33	TUELA	71.00233333	2	5	68	4	2017_Loc1
Mo17/PHW30-013 - (2n)-02	2017	1	33	ULA	77.19733333	1	5	68	4	2017_Loc1
B73/PHW30-211 - (2n)-03	2017	1	32	FUELA	71.12266667	3	4	38	4	2017_Loc1
B73/PHW30-211 - (2n)-03	2017	1	32	MLA	65.63166667	4	4	38	4	2017_Loc1
B73/PHW30-211 - (2n)-03	2017	1	32	TUELA	67.13766667	2	4	38	4	2017_Loc1
B73/PHW30-211 - (2n)-03	2017	1	32	ULA	67.65466667	1	4	38	4	2017_Loc1
Mo17/PHW30-332 - (2n)-02	2017	1	31	FUELA	62.70333333	3	5	131	4	2017_Loc1
Mo17/PHW30-332 - (2n)-02	2017	1	31	MLA	71.82733333	4	5	131	4	2017_Loc1
Mo17/PHW30-332 - (2n)-02	2017	1	31	TUELA	58.63933333	2	5	131	4	2017_Loc1
Mo17/PHW30-332 - (2n)-02	2017	1	31	ULA	56.13033333	1	5	131	4	2017_Loc1
PHW30/B73-157 - (2n)-03	2017	1	30	FUELA	73.70066667	3	4	171	4	2017_Loc1
PHW30/B73-157 - (2n)-03	2017	1	30	MLA	68.03966667	4	4	171	4	2017_Loc1
PHW30/B73-157 - (2n)-03	2017	1	30	TUELA	73.83866667	2	4	171	4	2017_Loc1
PHW30/B73-157 - (2n)-03	2017	1	30	ULA	69.687	1	4	171	4	2017_Loc1
PHW30/Mo17-157 - (2n)-01	2017	1	29	FUELA	52.36366667	3	5	276	4	2017_Loc1
PHW30/Mo17-157 - (2n)-01	2017	1	29	MLA	59.48266667	4	5	276	4	2017_Loc1
PHW30/Mo17-157 - (2n)-01	2017	1	29	TUELA	47.86066667	2	5	276	4	2017_Loc1
PHW30/Mo17-157 - (2n)-01	2017	1	29	ULA	45.903	1	5	276	4	2017_Loc1
Mo17/PHW30-279 - (2n)-02	2017	1	28	FUELA	68.28566667	3	5	121	4	2017_Loc1
Mo17/PHW30-279 - (2n)-02	2017	1	28	MLA	60.60366667	4	5	121	4	2017_Loc1
Mo17/PHW30-279 - (2n)-02	2017	1	28	TUELA	62.12633333	2	5	121	4	2017_Loc1
Mo17/PHW30-279 - (2n)-02	2017	1	28	ULA	63.61333333	1	5	121	4	2017_Loc1
Mo17/PHW30-013 - (2n)-01	2017	1	27	FUELA	59.84533333	3	5	67	4	2017_Loc1
Mo17/PHW30-013 - (2n)-01	2017	1	27	MLA	61.981	4	5	67	4	2017_Loc1
Mo17/PHW30-013 - (2n)-01	2017	1	27	TUELA	58.09566667	2	5	67	4	2017_Loc1
Mo17/PHW30-013 - (2n)-01	2017	1	27	ULA	46.56533333	1	5	67	4	2017_Loc1
Mo17/PHW30-044 - (2n)-02	2017	1	26	FUELA	62.07566667	3	5	72	4	2017_Loc1
Mo17/PHW30-044 - (2n)-02	2017	1	26	MLA	65.94533333	4	5	72	4	2017_Loc1
Mo17/PHW30-044 - (2n)-02	2017	1	26	TUELA	61.29733333	2	5	72	4	2017_Loc1
Mo17/PHW30-044 - (2n)-02	2017	1	26	ULA	37.699	1	5	72	4	2017_Loc1
B73/PHW30-385 - (2n)-01	2017	1	25	FUELA	63.642	3	4	55	4	2017_Loc1
B73/PHW30-385 - (2n)-01	2017	1	25	MLA	62.569	4	4	55	4	2017_Loc1
B73/PHW30-385 - (2n)-01	2017	1	25	TUELA	68.50033333	2	4	55	4	2017_Loc1
B73/PHW30-385 - (2n)-01	2017	1	25	ULA	73.87266667	1	4	55	4	2017_Loc1
PHW30/B73-355 - (2n)-01	2017	1	24	FUELA	66.49	3	4	205	4	2017_Loc1
PHW30/B73-355 - (2n)-01	2017	1	24	MLA	69.594	4	4	205	4	2017_Loc1
PHW30/B73-355 - (2n)-01	2017	1	24	TUELA	67.31333333	2	4	205	4	2017_Loc1
PHW30/B73-355 - (2n)-01	2017	1	24	ULA	66.50633333	1	4	205	4	2017_Loc1
B73/PHW30-026 - (2n)-01	2017	1	23	FUELA	60.58516667	3	4	4	4	2017_Loc1
B73/PHW30-026 - (2n)-01	2017	1	23	MLA	65.944	4	4	4	4	2017_Loc1
B73/PHW30-026 - (2n)-01	2017	1	23	TUELA	70.71833333	2	4	4	4	2017_Loc1
B73/PHW30-026 - (2n)-01	2017	1	23	ULA	75.28033333	1	4	4	4	2017_Loc1
PHW30/B73-433 - (2n)-01	2017	1	22	FUELA	63.23366667	3	4	214	4	2017_Loc1
PHW30/B73-433 - (2n)-01	2017	1	22	MLA	62.94666667	4	4	214	4	2017_Loc1
PHW30/B73-433 - (2n)-01	2017	1	22	TUELA	66.69066667	2	4	214	4	2017_Loc1
PHW30/B73-433 - (2n)-01	2017	1	22	ULA	73.84466667	1	4	214	4	2017_Loc1
B73/PHW30-288 - (2n)-02	2017	1	21	FUELA	75.34	3	4	48	4	2017_Loc1
B73/PHW30-288 - (2n)-02	2017	1	21	MLA	73.56533333	4	4	48	4	2017_Loc1
B73/PHW30-288 - (2n)-02	2017	1	21	TUELA	78.91833333	2	4	48	4	2017_Loc1
B73/PHW30-288 - (2n)-02	2017	1	21	ULA	79.76233333	1	4	48	4	2017_Loc1
PHW30/B73-326 - (2n)-01	2017	1	20	FUELA	82.90633333	3	4	198	4	2017_Loc1
PHW30/B73-326 - (2n)-01	2017	1	20	MLA	71.07966667	4	4	198	4	2017_Loc1
PHW30/B73-326 - (2n)-01	2017	1	20	TUELA	83.784	2	4	198	4	2017_Loc1
PHW30/B73-326 - (2n)-01	2017	1	20	ULA	81.975	1	4	198	4	2017_Loc1
B73/PHW30-064 - (2n)-01	2017	1	18	FUELA	63.263	3	4	10	4	2017_Loc1
B73/PHW30-064 - (2n)-01	2017	1	18	MLA	63.87366667	4	4	10	4	2017_Loc1
B73/PHW30-064 - (2n)-01	2017	1	18	TUELA	66.024	2	4	10	4	2017_Loc1
B73/PHW30-064 - (2n)-01	2017	1	18	ULA	70.00366667	1	4	10	4	2017_Loc1
Mo17/PHW30-217 - (2n)-01	2017	1	17	FUELA	62.675	3	5	106	4	2017_Loc1
Mo17/PHW30-217 - (2n)-01	2017	1	17	MLA	64.58966667	4	5	106	4	2017_Loc1
Mo17/PHW30-217 - (2n)-01	2017	1	17	TUELA	66.003	2	5	106	4	2017_Loc1
Mo17/PHW30-217 - (2n)-01	2017	1	17	ULA	53.13666667	1	5	106	4	2017_Loc1
B73/PHW30-302 - (2n)-02	2017	1	16	FUELA	63.587	3	4	50	4	2017_Loc1
B73/PHW30-302 - (2n)-02	2017	1	16	MLA	65.178	4	4	50	4	2017_Loc1
B73/PHW30-302 - (2n)-02	2017	1	16	TUELA	69.565	2	4	50	4	2017_Loc1
B73/PHW30-302 - (2n)-02	2017	1	16	ULA	69.38166667	1	4	50	4	2017_Loc1
Mo17/PHW30-262 - (2n)-02	2017	1	15	FUELA	74.06033333	3	5	117	4	2017_Loc1
Mo17/PHW30-262 - (2n)-02	2017	1	15	MLA	67.24	4	5	117	4	2017_Loc1
Mo17/PHW30-262 - (2n)-02	2017	1	15	TUELA	64.613	2	5	117	4	2017_Loc1
Mo17/PHW30-262 - (2n)-02	2017	1	15	ULA	62.27133333	1	5	117	4	2017_Loc1
PHW30/B73-060 - (2n)-02	2017	1	14	FUELA	66.98	3	4	158	4	2017_Loc1
PHW30/B73-060 - (2n)-02	2017	1	14	MLA	61.06033333	4	4	158	4	2017_Loc1
PHW30/B73-060 - (2n)-02	2017	1	14	TUELA	67.793	2	4	158	4	2017_Loc1
PHW30/B73-060 - (2n)-02	2017	1	14	ULA	73.06033333	1	4	158	4	2017_Loc1
PHW30/Mo17-315 - (2n)-01	2017	1	13	FUELA	78.342	3	5	311	4	2017_Loc1
PHW30/Mo17-315 - (2n)-01	2017	1	13	MLA	74.04733333	4	5	311	4	2017_Loc1
PHW30/Mo17-315 - (2n)-01	2017	1	13	TUELA	74.55166667	2	5	311	4	2017_Loc1
PHW30/Mo17-315 - (2n)-01	2017	1	13	ULA	79.33433333	1	5	311	4	2017_Loc1
PHW30/Mo17-142 - (2n)-01	2017	1	12	FUELA	70.365	3	5	273	4	2017_Loc1
PHW30/Mo17-142 - (2n)-01	2017	1	12	MLA	62.537	4	5	273	4	2017_Loc1
PHW30/Mo17-142 - (2n)-01	2017	1	12	TUELA	63.642	2	5	273	4	2017_Loc1
PHW30/Mo17-142 - (2n)-01	2017	1	12	ULA	59.814	1	5	273	4	2017_Loc1
Mo17/PHW30-200 - (2n)-01	2017	1	11	FUELA	63.34666667	3	5	104	4	2017_Loc1
Mo17/PHW30-200 - (2n)-01	2017	1	11	MLA	68.251	4	5	104	4	2017_Loc1
Mo17/PHW30-200 - (2n)-01	2017	1	11	TUELA	66.306	2	5	104	4	2017_Loc1
Mo17/PHW30-200 - (2n)-01	2017	1	11	ULA	71.12633333	1	5	104	4	2017_Loc1
B73/PHW30-237 - (2n)-02	2017	1	10	FUELA	70.06066667	3	4	41	4	2017_Loc1
B73/PHW30-237 - (2n)-02	2017	1	10	MLA	64.767	4	4	41	4	2017_Loc1
B73/PHW30-237 - (2n)-02	2017	1	10	TUELA	74.99066667	2	4	41	4	2017_Loc1
B73/PHW30-237 - (2n)-02	2017	1	10	ULA	83.10166667	1	4	41	4	2017_Loc1
PHW30/B73-204 - (2n)-01	2017	1	9	FUELA	77.18766667	3	4	179	5	2017_Loc1
PHW30/B73-204 - (2n)-01	2017	1	9	MLA	58.00933333	4	4	179	5	2017_Loc1
PHW30/B73-204 - (2n)-01	2017	1	9	TUELA	75.74166667	2	4	179	5	2017_Loc1
PHW30/B73-204 - (2n)-01	2017	1	9	ULA	74.18766667	1	4	179	5	2017_Loc1
PHW30/Mo17-308 - (2n)-02	2017	1	10	FUELA	79.96466667	3	5	310	5	2017_Loc1
PHW30/Mo17-308 - (2n)-02	2017	1	10	MLA	68.411	4	5	310	5	2017_Loc1
PHW30/Mo17-308 - (2n)-02	2017	1	10	TUELA	81.086	2	5	310	5	2017_Loc1
PHW30/Mo17-308 - (2n)-02	2017	1	10	ULA	75.14533333	1	5	310	5	2017_Loc1
PHW30/Mo17-315 - (2n)-02	2017	1	11	FUELA	65.65166667	3	5	312	5	2017_Loc1
PHW30/Mo17-315 - (2n)-02	2017	1	11	MLA	68.24333333	4	5	312	5	2017_Loc1
PHW30/Mo17-315 - (2n)-02	2017	1	11	TUELA	73.86833333	2	5	312	5	2017_Loc1
PHW30/Mo17-315 - (2n)-02	2017	1	11	ULA	80.85433333	1	5	312	5	2017_Loc1
B73/PHW30-154 - (2n)-01	2017	1	12	FUELA	69.68633333	3	4	25	5	2017_Loc1
B73/PHW30-154 - (2n)-01	2017	1	12	MLA	57.13433333	4	4	25	5	2017_Loc1
B73/PHW30-154 - (2n)-01	2017	1	12	TUELA	79.076	2	4	25	5	2017_Loc1
B73/PHW30-154 - (2n)-01	2017	1	12	ULA	78.43266667	1	4	25	5	2017_Loc1
Mo17/PHW30-324 - (2n)-02	2017	1	13	FUELA	63.47366667	3	5	129	5	2017_Loc1
Mo17/PHW30-324 - (2n)-02	2017	1	13	MLA	63.29833333	4	5	129	5	2017_Loc1
Mo17/PHW30-324 - (2n)-02	2017	1	13	TUELA	52.75766667	2	5	129	5	2017_Loc1
Mo17/PHW30-324 - (2n)-02	2017	1	13	ULA	48.144	1	5	129	5	2017_Loc1
B73/PHW30-100 - (2n)-01	2017	1	14	FUELA	67.03033333	3	4	19	5	2017_Loc1
B73/PHW30-100 - (2n)-01	2017	1	14	MLA	60.63666667	4	4	19	5	2017_Loc1
B73/PHW30-100 - (2n)-01	2017	1	14	TUELA	70.03933333	2	4	19	5	2017_Loc1
B73/PHW30-100 - (2n)-01	2017	1	14	ULA	80.85433333	1	4	19	5	2017_Loc1
PHW30/B73-326 - (2n)-02	2017	1	15	FUELA	84.60066667	3	4	199	5	2017_Loc1
PHW30/B73-326 - (2n)-02	2017	1	15	MLA	67.11033333	4	4	199	5	2017_Loc1
PHW30/B73-326 - (2n)-02	2017	1	15	TUELA	83.09666667	2	4	199	5	2017_Loc1
PHW30/B73-326 - (2n)-02	2017	1	15	ULA	84.25	1	4	199	5	2017_Loc1
Mo17/PHW30-430 - (2n)-01	2017	1	16	FUELA	59.17833333	3	5	140	5	2017_Loc1
Mo17/PHW30-430 - (2n)-01	2017	1	16	MLA	61.40566667	4	5	140	5	2017_Loc1
Mo17/PHW30-430 - (2n)-01	2017	1	16	TUELA	59.05566667	2	5	140	5	2017_Loc1
Mo17/PHW30-430 - (2n)-01	2017	1	16	ULA	52.052	1	5	140	5	2017_Loc1
Mo17/PHW30-341 - (2n)-02	2017	1	17	FUELA	61.27933333	3	5	133	5	2017_Loc1
Mo17/PHW30-341 - (2n)-02	2017	1	17	MLA	56.182	4	5	133	5	2017_Loc1
Mo17/PHW30-341 - (2n)-02	2017	1	17	TUELA	55.4195	2	5	133	5	2017_Loc1
Mo17/PHW30-341 - (2n)-02	2017	1	17	ULA	38.17	1	5	133	5	2017_Loc1
PHW30/B73-287 - (2n)-02	2017	1	18	FUELA	65.16133333	3	4	189	5	2017_Loc1
PHW30/B73-287 - (2n)-02	2017	1	18	MLA	64.054	4	4	189	5	2017_Loc1
PHW30/B73-287 - (2n)-02	2017	1	18	TUELA	68.439	2	4	189	5	2017_Loc1
PHW30/B73-287 - (2n)-02	2017	1	18	ULA	65.34233333	1	4	189	5	2017_Loc1
Mo17/PHW30-160 - (2n)-01	2017	1	19	FUELA	66.87833333	3	5	100	5	2017_Loc1
Mo17/PHW30-160 - (2n)-01	2017	1	19	MLA	64.41033333	4	5	100	5	2017_Loc1
Mo17/PHW30-160 - (2n)-01	2017	1	19	TUELA	55.05833333	2	5	100	5	2017_Loc1
Mo17/PHW30-160 - (2n)-01	2017	1	19	ULA	46.38666667	1	5	100	5	2017_Loc1
Mo17/PHW30-153 - (2n)-04	2017	1	20	FUELA	66.67733333	3	5	98	5	2017_Loc1
Mo17/PHW30-153 - (2n)-04	2017	1	20	MLA	67.72133333	4	5	98	5	2017_Loc1
Mo17/PHW30-153 - (2n)-04	2017	1	20	TUELA	60.48766667	2	5	98	5	2017_Loc1
Mo17/PHW30-153 - (2n)-04	2017	1	20	ULA	59.256	1	5	98	5	2017_Loc1
Mo17/PHW30-454 - (2n)-02	2017	1	21	FUELA	59.54533333	3	5	143	5	2017_Loc1
Mo17/PHW30-454 - (2n)-02	2017	1	21	MLA	64.288	4	5	143	5	2017_Loc1
Mo17/PHW30-454 - (2n)-02	2017	1	21	TUELA	59.16166667	2	5	143	5	2017_Loc1
Mo17/PHW30-454 - (2n)-02	2017	1	21	ULA	59.781	1	5	143	5	2017_Loc1
Mo17/PHW30-109 - (2n)-01	2017	1	23	FUELA	61.177	3	5	88	5	2017_Loc1
Mo17/PHW30-109 - (2n)-01	2017	1	23	MLA	59.30766667	4	5	88	5	2017_Loc1
Mo17/PHW30-109 - (2n)-01	2017	1	23	TUELA	43.16766667	2	5	88	5	2017_Loc1
Mo17/PHW30-109 - (2n)-01	2017	1	23	ULA	40.22366667	1	5	88	5	2017_Loc1
B73/PHW30-302 - (2n)-01	2017	1	24	FUELA	67.538	3	4	49	5	2017_Loc1
B73/PHW30-302 - (2n)-01	2017	1	24	MLA	64.248	4	4	49	5	2017_Loc1
B73/PHW30-302 - (2n)-01	2017	1	24	TUELA	81.724	2	4	49	5	2017_Loc1
B73/PHW30-302 - (2n)-01	2017	1	24	ULA	77.73466667	1	4	49	5	2017_Loc1
PHW30/Mo17-095 - (2n)-01	2017	1	25	FUELA	55.205	3	5	254	5	2017_Loc1
PHW30/Mo17-095 - (2n)-01	2017	1	25	MLA	52.996	4	5	254	5	2017_Loc1
PHW30/Mo17-095 - (2n)-01	2017	1	25	TUELA	54.282	2	5	254	5	2017_Loc1
PHW30/Mo17-095 - (2n)-01	2017	1	25	ULA	48.123	1	5	254	5	2017_Loc1
B73/PHW30-412 - (2n)-02	2017	1	26	FUELA	60.63333333	3	4	63	5	2017_Loc1
B73/PHW30-412 - (2n)-02	2017	1	26	MLA	68.72733333	4	4	63	5	2017_Loc1
B73/PHW30-412 - (2n)-02	2017	1	26	TUELA	65.08866667	2	4	63	5	2017_Loc1
B73/PHW30-412 - (2n)-02	2017	1	26	ULA	62.20433333	1	4	63	5	2017_Loc1
PHW30/Mo17-099 - (2n)-01	2017	1	27	FUELA	58.56733333	3	5	256	5	2017_Loc1
PHW30/Mo17-099 - (2n)-01	2017	1	27	MLA	62.60533333	4	5	256	5	2017_Loc1
PHW30/Mo17-099 - (2n)-01	2017	1	27	TUELA	56.37533333	2	5	256	5	2017_Loc1
PHW30/Mo17-099 - (2n)-01	2017	1	27	ULA	41.49933333	1	5	256	5	2017_Loc1
PHW30/Mo17-077 - (2n)-02	2017	1	28	FUELA	69.47233333	3	5	248	5	2017_Loc1
PHW30/Mo17-077 - (2n)-02	2017	1	28	MLA	60.87933333	4	5	248	5	2017_Loc1
PHW30/Mo17-077 - (2n)-02	2017	1	28	TUELA	69.32566667	2	5	248	5	2017_Loc1
PHW30/Mo17-077 - (2n)-02	2017	1	28	ULA	62.123	1	5	248	5	2017_Loc1
PHW30/Mo17-077 - (2n)-01	2017	1	29	FUELA	71.898	3	5	247	5	2017_Loc1
PHW30/Mo17-077 - (2n)-01	2017	1	29	MLA	71.82433333	4	5	247	5	2017_Loc1
PHW30/Mo17-077 - (2n)-01	2017	1	29	TUELA	65.73333333	2	5	247	5	2017_Loc1
PHW30/Mo17-077 - (2n)-01	2017	1	29	ULA	57.80366667	1	5	247	5	2017_Loc1
Mo17/PHW30-454 - (2n)-01	2017	1	30	FUELA	57.73433333	3	5	142	5	2017_Loc1
Mo17/PHW30-454 - (2n)-01	2017	1	30	MLA	68.53766667	4	5	142	5	2017_Loc1
Mo17/PHW30-454 - (2n)-01	2017	1	30	TUELA	61.22066667	2	5	142	5	2017_Loc1
Mo17/PHW30-454 - (2n)-01	2017	1	30	ULA	62.191	1	5	142	5	2017_Loc1
PHW30/Mo17-088 - (2n)-01	2017	1	31	FUELA	78.206	3	5	250	5	2017_Loc1
PHW30/Mo17-088 - (2n)-01	2017	1	31	MLA	66.037	4	5	250	5	2017_Loc1
PHW30/Mo17-088 - (2n)-01	2017	1	31	TUELA	65.43066667	2	5	250	5	2017_Loc1
PHW30/Mo17-088 - (2n)-01	2017	1	31	ULA	52.582	1	5	250	5	2017_Loc1
PHW30/B73-341 - (2n)-01	2017	1	32	FUELA	62.10933333	3	4	200	5	2017_Loc1
PHW30/B73-341 - (2n)-01	2017	1	32	MLA	62.79433333	4	4	200	5	2017_Loc1
PHW30/B73-341 - (2n)-01	2017	1	32	TUELA	54.92733333	2	4	200	5	2017_Loc1
PHW30/B73-341 - (2n)-01	2017	1	32	ULA	56.322	1	4	200	5	2017_Loc1
